city_name,id_num,city_from,city_longitude,city_latitude,CityPopulation,connected_component,an,clusters
חורשים,398,355.0,34.97085,32.1382,309.0,0,0,8
חיבת ציון,399,219.0,34.91279,32.39797,732.0,0,0,8
חיננית,400,3643.0,35.168479999999995,32.48117,1546.0,0,0,3
חיפה,401,4000.0,35.01077,32.80015,284981.0,0,0,3
חירות,402,162.0,34.9151,32.24017,1258.0,0,0,5
חלמיש,403,3573.0,35.1257,32.00574,1195.0,0,0,5
חלץ,404,820.0,34.65896,31.57739,486.0,0,0,5
חמאם,405,993.0,35.48949,32.83027,1687.0,0,0,1
חמד,406,801.0,34.83863,32.01957,1001.0,0,0,5
חמדיה,407,343.0,35.5198,32.52037,368.0,22,1,1
חניאל,408,807.0,34.94932,32.3333,763.0,0,0,5
חניתה,409,280.0,35.17434,33.0882,792.0,0,0,1
חנתון,410,1257.0,35.24255,32.783159999999995,868.0,0,0,1
חספין,411,4005.0,35.79258,32.844809999999995,2051.0,0,0,8
חפץ חיים,412,363.0,34.80121,31.788590000000003,616.0,0,0,3
חפצי-בה,413,90.0,35.42582,32.51895,732.0,0,0,5
חצב,414,700.0,34.76979,31.78101,1267.0,0,0,5
חצבה,415,13.0,35.28393,30.76779,696.0,0,0,5
חצור הגלילית,416,2034.0,35.54081,32.98469,9538.0,0,0,3
חצור-אשדוד,417,406.0,34.72053,31.77226,785.0,0,0,0
חצרים,418,397.0,34.71434,31.239959999999996,973.0,0,0,1
חרב לאת,419,422.0,34.91639,32.40177,750.0,0,0,5
חרוצים,420,1024.0,34.86485,32.227509999999995,736.0,0,0,5
חריש,421,1247.0,35.0414,32.459070000000004,19608.0,0,0,3
חרמש,422,3717.0,35.11907,32.42344,256.0,23,1,1
חשמונאים,423,3770.0,35.023720000000004,31.931409999999996,2673.0,0,0,3
טבריה,424,6700.0,35.526270000000004,32.78275,45686.0,0,0,3
טובא-זנגריה,425,962.0,35.59089,32.964890000000004,6887.0,0,0,3
טורעאן,426,498.0,35.38098,32.77628,14420.0,0,0,5
טייבה,427,2730.0,34.99972,32.26252,44582.0,0,0,5
טייבה (בעמק),428,497.0,35.44488,32.60394,1935.0,0,0,5
טירה,429,2720.0,34.96138,32.2335,26972.0,0,0,5
טירת יהודה,430,663.0,34.932320000000004,32.01359,1226.0,0,0,5
טירת כרמל,431,2100.0,34.96795,32.76364,24285.0,0,0,3
טירת צבי,432,268.0,35.52796,32.42098,872.0,0,0,3
טל שחר,433,462.0,34.90178,31.805559999999996,1147.0,0,0,5
טל-אל,434,1181.0,35.17729,32.925990000000006,1238.0,0,0,8
טללים,435,1177.0,34.77005,30.99258,534.0,0,0,8
טלמון,436,3788.0,35.13845,31.9373,4816.0,0,0,3
טמרה,437,8900.0,35.18158,32.85151,34859.0,0,0,3
טמרה (יזרעאל),438,547.0,35.40372,32.63458,1641.0,0,0,5
טנא,439,3743.0,34.95636,31.374309999999998,1001.0,0,0,0
טפחות,440,1214.0,35.422940000000004,32.86764,414.0,0,0,0
יאנוח-ג'ת,441,1295.0,35.24338,32.97937,6785.0,0,0,5
יבול,442,1232.0,34.31562,31.18993,364.0,0,0,1
יבנאל,443,46.0,35.51258,32.71092,4353.0,0,0,5
יבנה,444,2660.0,34.73278,31.874209999999998,49759.0,0,0,3
יגור,445,96.0,35.07545,32.74414,1543.0,0,0,5
יגל,446,798.0,34.878859999999996,31.988570000000003,867.0,0,0,5
יד בנימין,447,577.0,34.82367,31.796509999999998,4249.0,0,0,5
יד השמונה,448,1134.0,35.08975,31.809559999999998,257.0,0,0,8
יד חנה,449,758.0,35.00669,32.32502,924.0,0,0,5
יד מרדכי,450,358.0,34.55839,31.588379999999997,730.0,0,0,1
יד נתן,451,775.0,34.7048,31.65343,552.0,0,0,5
"יד רמב""ם",452,64.0,34.900940000000006,31.90007,1140.0,0,0,8
יהוד,453,9400.0,34.8877,32.03062,30003.0,0,0,3
יובל,454,2009.0,35.59547,33.24862,594.0,0,0,8
יובלים,455,1226.0,35.270270000000004,32.8836,1305.0,0,0,5
יודפת,456,1112.0,35.27216,32.837070000000004,958.0,0,0,0
יונתן,457,4007.0,35.79265,32.936690000000006,718.0,0,0,7
יושיביה,458,803.0,34.60882,31.44397,657.0,0,0,0
יזרעאל,459,452.0,35.32136,32.56192,579.0,24,1,1
יחיעם,460,409.0,35.21974,32.996320000000004,771.0,25,1,1
יטבתה,461,866.0,35.06313,29.8923,763.0,0,0,5
"ייט""ב",462,3607.0,35.422109999999996,31.94867,397.0,0,0,7
יכיני,463,811.0,34.59921,31.48315,680.0,0,0,8
ינוב,464,753.0,34.95024,32.30652,789.0,0,0,8
ינון,465,2011.0,34.781890000000004,31.74227,1151.0,0,0,5
יסוד המעלה,466,29.0,35.59752,33.05963,1632.0,0,0,5
יסודות,467,440.0,34.86404,31.81583,758.0,26,1,1
יסעור,468,575.0,35.16661,32.90074,774.0,0,0,0
יעד,469,1138.0,35.24398,32.87802,703.0,0,0,5
יערה,470,795.0,35.1857,33.06728,776.0,0,0,8
יפיע,471,499.0,35.27215,32.683240000000005,19298.0,0,0,5
יפעת,472,134.0,35.22395,32.677929999999996,1088.0,0,0,1
יפתח,473,453.0,35.54938,33.12577,661.0,0,0,5
יצהר,474,3749.0,35.236779999999996,32.16871,1849.0,0,0,5
יציץ,475,759.0,34.86133,31.863259999999997,777.0,0,0,5
יקום,476,417.0,34.84228,32.24791,699.0,0,0,8
יקיר,477,3647.0,35.11466,32.14975,2385.0,0,0,8
יקנעם (מושבה),478,241.0,35.11522,32.656890000000004,1282.0,0,0,5
יקנעם עילית,479,240.0,35.09445,32.65002,24061.0,0,0,3
יראון,480,623.0,35.45398,33.07713,378.0,0,0,5
ירדנה,481,2026.0,35.56447,32.56516,391.0,0,0,7
ירוחם,482,831.0,34.92303,30.98615,10680.0,0,0,5
ירושלים,483,3000.0,35.205290000000005,31.77877,952916.0,0,0,6
ירחיב,484,718.0,34.96869,32.1538,1065.0,0,0,0
ירכא,485,502.0,35.21065,32.956920000000004,17360.0,0,0,8
ירקונה,486,183.0,34.8977,32.144090000000006,347.0,0,0,1
ישע,487,916.0,34.401579999999996,31.24731,378.0,0,0,8
ישעי,488,805.0,34.96518,31.751309999999997,815.0,0,0,5
ישרש,489,828.0,34.846759999999996,31.91517,962.0,0,0,5
יתד,490,1227.0,34.327,31.20723,544.0,0,0,5
כאבול,491,504.0,35.20562,32.872609999999995,14234.0,0,0,5
כאוכב אבו אל-היג'א,492,505.0,35.25015,32.830040000000004,3657.0,0,0,8
כברי,493,576.0,35.14911,33.02129,1050.0,0,0,8
כובר,494,3471.0,35.20427,31.89804,,0,0,1
כוכב השחר,495,3564.0,35.34852,31.95915,2336.0,0,0,5
כוכב יאיר,496,1224.0,34.994820000000004,32.2213,8738.0,0,0,3
כוכב יעקב,497,3779.0,35.24207,31.8804,8912.0,0,0,3
כוכב מיכאל,498,824.0,34.6691,31.627940000000002,1019.0,0,0,8
כורזים,499,1252.0,35.552609999999994,32.91108,365.0,0,0,8
כחל,500,1210.0,35.50967,32.89127,488.0,0,0,5
כחלה,501,1367.0,35.05247,31.28923,436.0,0,0,5
כיסופים,502,840.0,34.3984,31.374909999999996,270.0,27,1,1
כליל,503,1183.0,35.19663,32.980990000000006,776.0,28,1,1
כלנית,504,1229.0,35.4579,32.87461,289.0,0,0,8
כמאנה,505,1331.0,35.350570000000005,32.91301,1566.0,0,0,8
כמון,506,1201.0,35.35901,32.91021,746.0,0,0,5
כנף,507,4028.0,35.70214,32.87063,459.0,0,0,8
כנרת (מושבה) ,508,63.0,35.55898,32.740190000000005,625.0,0,0,8
כנרת (קבוצה),509,57.0,35.56282,32.71286,714.0,0,0,5
כסיפה,510,1059.0,35.0852,31.24192,22418.0,0,0,5
כסלון,511,859.0,35.04947,31.77399,400.0,0,0,2
כסרא-סמיע,512,1296.0,35.29611,32.96969,8978.0,0,0,5
כעביה-טבאש-חג'אג'רה,513,978.0,35.18331,32.75052,5609.0,0,0,8
כפר אביב,514,857.0,34.72298,31.82927,752.0,0,0,5
כפר אדומים,515,3638.0,35.34449,31.818379999999998,4729.0,0,0,3
כפר אוריה,516,364.0,34.94659,31.7933,838.0,0,0,5
כפר אחים,517,690.0,34.75561,31.74425,764.0,0,0,5
כפר ביאליק,518,220.0,35.08655,32.8208,599.0,0,0,3
"כפר ביל""ו",519,177.0,34.824940000000005,31.872629999999997,1090.0,0,0,5
כפר בלום,520,357.0,35.60906,33.17248,884.0,0,0,0
כפר בן נון,521,2010.0,34.94682,31.86184,738.0,0,0,5
כפר ברא,522,633.0,34.976279999999996,32.13027,3764.0,0,0,8
כפר ברוך,523,132.0,35.19112,32.646190000000004,605.0,0,0,8
כפר גדעון,524,106.0,35.29237,32.643640000000005,307.0,0,0,8
כפר גלים,525,427.0,34.95855,32.766690000000004,133.0,29,1,1
כפר גליקסון,526,310.0,35.00502,32.50546,353.0,0,0,1
כפר גלעדי,527,76.0,35.57634,33.2421,603.0,0,0,0
כפר האורנים,528,3796.0,35.0377,31.91944,2633.0,0,0,3
כפר החורש,529,192.0,35.27163,32.702529999999996,657.0,0,0,5
כפר המכבי,530,254.0,35.116479999999996,32.78927,375.0,30,1,1
כפר הנגיד,531,582.0,34.74899,31.887890000000002,961.0,0,0,5
כפר הנוער הדתי,532,890.0,35.09913,32.74263,49.0,31,1,1
כפר הנשיא,533,443.0,35.603559999999995,32.97459,691.0,0,0,0
כפר הס,534,187.0,34.93778,32.24779,1344.0,0,0,5
"כפר הרא""ה",535,217.0,34.912279999999996,32.39048,1160.0,0,0,8
"כפר הרי""ף",536,888.0,34.79307,31.74483,790.0,0,0,1
כפר ויתקין,537,190.0,34.88192,32.38139,1748.0,0,0,5
כפר ורבורג,538,320.0,34.72503,31.71763,1138.0,0,0,5
כפר ורדים,539,1263.0,35.26019,32.99856,5495.0,0,0,3
כפר זוהרים,540,1325.0,34.92504,31.62136,30.0,0,0,1
כפר זיתים,541,786.0,35.46444,32.81103,679.0,0,0,5
"כפר חב""ד",542,696.0,34.85113,31.98895,6735.0,0,0,3
כפר חושן,543,609.0,35.43999,33.01116,860.0,0,0,0
כפר חיטים,544,255.0,35.50349,32.80075,644.0,0,0,5
כפר חיים,545,193.0,34.89686,32.36087,547.0,32,1,1
כפר חנניה,546,1297.0,35.42091,32.91336,744.0,0,0,0
כפר חסידים א',547,112.0,35.08611,32.75074,731.0,0,0,3
כפר חסידים ב',548,889.0,35.08749,32.752720000000004,257.0,0,0,2
כפר חרוב,549,4004.0,35.66568,32.76194,476.0,0,0,1
כפר טרומן,550,673.0,34.924170000000004,31.98002,733.0,0,0,8
כפר יאסיף,551,507.0,35.1607,32.951229999999995,10249.0,0,0,3
כפר ידידיה,552,233.0,34.89809,32.34509,663.0,0,0,1
כפר יהושע,553,140.0,35.15145,32.68081,1148.0,0,0,7
כפר יונה,554,168.0,34.92726,32.322070000000004,26140.0,0,0,3
כפר יחזקאל,555,85.0,35.358740000000004,32.56648,1071.0,0,0,5
כפר יעבץ,556,170.0,34.965090000000004,32.275529999999996,707.0,0,0,8
כפר כמא,557,508.0,35.43272,32.72074,3396.0,0,0,1
כפר כנא,558,509.0,35.344229999999996,32.7545,23251.0,0,0,3
כפר מונש,559,387.0,34.91677,32.34748,830.0,0,0,8
כפר מימון,560,1095.0,34.535059999999994,31.432509999999997,710.0,0,0,8
"כפר מל""ל",561,98.0,34.89423,32.1677,342.0,0,0,5
כפר מנדא,562,510.0,35.26082,32.80615,20610.0,0,0,5
כפר מנחם,563,274.0,34.83343,31.73242,1270.0,0,0,5
כפר מסריק,564,297.0,35.1011,32.88835,677.0,0,0,3
כפר מצר,565,512.0,35.422509999999996,32.64555,2778.0,0,0,8
כפר מרדכי,566,764.0,34.7573,31.83101,637.0,0,0,8
כפר נטר,567,316.0,34.871140000000004,32.27622,1000.0,0,0,8
כפר סאלד,568,345.0,35.65753,33.195029999999996,640.0,0,0,8
כפר סבא,569,6900.0,34.91783,32.18237,101664.0,0,0,3
כפר סילבר,570,107.0,34.61264,31.67333,90.0,0,0,0
כפר סירקין,571,249.0,34.92409,32.07714,1371.0,0,0,3
כפר עזה,572,845.0,34.53291,31.483,866.0,0,0,8
כפר עציון,573,3488.0,35.11525,31.64987,835.0,0,0,2
כפר פינס,574,189.0,35.001670000000004,32.48363,637.0,0,0,8
כפר קאסם,575,634.0,34.965709999999994,32.1179,24236.0,0,0,5
כפר קיש,576,388.0,35.449529999999996,32.66769,656.0,0,0,1
כפר קרע,577,654.0,35.0478,32.50525,19330.0,0,0,5
כפר ראעי,578,3494.0,35.20427,31.89804,,0,0,1
כפר ראש הנקרה,579,579.0,35.11201,33.08555,1303.0,0,0,8
כפר רופין,580,295.0,35.55669,32.453720000000004,493.0,0,0,1
כפר רות,581,1166.0,35.02905,31.908690000000004,272.0,33,1,1
כפר שמאי,582,605.0,35.45706,32.95648,588.0,0,0,8
כפר שמואל,583,743.0,34.93163,31.8904,864.0,0,0,3
כפר שמריהו,584,267.0,34.82503,32.18591,1993.0,0,0,5
כפר תבור,585,47.0,35.424620000000004,32.681709999999995,4401.0,0,0,5
כפר תפוח,586,3572.0,35.25096,32.118390000000005,1372.0,0,0,5
כרכום,587,1285.0,35.60699,32.92922,514.0,0,0,5
כרם בן זמרה,588,664.0,35.46875,33.03725,586.0,0,0,8
כרם יבנה (ישיבה),589,1094.0,34.72271,31.81925,306.0,0,0,7
"כרם מהר""ל",590,580.0,34.99054,32.6461,918.0,0,0,5
כרם שלום,591,1085.0,34.28452,31.227859999999996,178.0,34,1,1
כרמי יוסף,592,1264.0,34.91982,31.84726,1706.0,0,0,5
כרמי צור,593,3766.0,35.100429999999996,31.608729999999998,1111.0,0,0,0
כרמי קטיף           ,594,1374.0,,,654.0,0,0,5
כרמיאל,595,1139.0,35.30546,32.91333,46190.0,0,0,3
כרמיה,596,768.0,34.54258,31.604259999999996,639.0,0,0,8
כרמים,597,1198.0,34.9177,31.33193,398.0,0,0,5
כרמל,598,3656.0,35.18456,31.432270000000003,509.0,0,0,2
לבון,599,1207.0,35.28315,32.94238,678.0,0,0,5
לביא,600,585.0,35.44207,32.78799,638.0,0,0,2
לבנים,601,1230.0,35.49302,32.863890000000005,442.0,0,0,5
להב,602,2023.0,34.86983,31.37899,650.0,0,0,5
להבות הבשן,603,380.0,35.64622,33.1417,871.0,0,0,1
להבות חביבה,604,715.0,35.0093,32.39509,897.0,0,0,5
להבים,605,1271.0,34.81261,31.36331,6641.0,0,0,3
לוד,606,7000.0,34.89199,31.95406,80786.0,0,0,3
לוזית,607,52.0,34.88498,31.685840000000002,777.0,0,0,3
לוחמי הגיטאות,608,595.0,35.09791,32.96264,789.0,0,0,5
לוטם,609,1171.0,35.35715,32.8819,722.0,0,0,5
לוטן,610,1255.0,35.09407,29.993370000000002,166.0,0,0,2
לימן,611,674.0,35.11354,33.058859999999996,684.0,0,0,5
לכיש,612,24.0,34.84232,31.5619,761.0,0,0,8
לפיד,613,1310.0,35.032309999999995,31.917270000000002,2345.0,0,0,3
לפידות,614,1173.0,35.26081,32.959340000000005,143.0,0,0,7
לקיה,615,1060.0,34.867090000000005,31.32432,14616.0,0,0,5
מאור,616,2055.0,35.005309999999994,32.42331,1351.0,0,0,8
מבוא ביתר,617,771.0,35.1059,31.7221,961.0,0,0,3
מבוא דותן,618,3569.0,35.17563,32.42022,540.0,0,0,5
מבוא חורון,619,3709.0,35.036559999999994,31.847559999999998,2718.0,0,0,5
מבוא חמה,620,4204.0,35.65509,32.73556,521.0,35,1,1
מבוא מודיעים,621,1141.0,34.98744,31.933970000000002,201.0,0,0,1
מבואות ים,622,1318.0,34.86845,32.40327,45.0,36,1,1
מבועים,623,1080.0,34.65392,31.449309999999997,1204.0,0,0,5
מבטחים,624,829.0,34.40784,31.239320000000003,517.0,0,0,0
מבקיעים,625,573.0,34.57829,31.62203,465.0,0,0,1
מבשרת ציון,626,1015.0,35.1508,31.798779999999997,24347.0,0,0,3
מג'ד אל-כרום,627,516.0,35.24239,32.91643,15599.0,0,0,5
מג'דל שמס,628,4201.0,35.77155,33.26462,11244.0,37,1,1
מגאר,629,481.0,35.41195,32.87515,23271.0,0,0,5
מגדים,630,689.0,34.958009999999994,32.729,1126.0,0,0,1
מגדל,631,65.0,35.49828,32.8399,1939.0,0,0,5
מגדל העמק,632,874.0,35.245490000000004,32.68045,25790.0,0,0,3
מגדל עוז,633,3561.0,35.14246,31.64023,358.0,38,1,1
מגדלים,634,3751.0,35.342259999999996,32.0901,500.0,39,1,1
מגידו,635,586.0,35.18005,32.579370000000004,845.0,0,0,5
מגל,636,375.0,35.03589,32.38539,1200.0,0,0,8
מגן שאול,637,1155.0,35.30598,32.523340000000005,673.0,0,0,5
מגשימים,638,722.0,34.900259999999996,32.04309,852.0,0,0,0
מדרך עוז,639,2029.0,35.15896,32.595420000000004,774.0,0,0,0
מדרשת בן גוריון,640,1140.0,34.78145,30.8539,1596.0,40,1,1
מדרשת רופין,641,897.0,34.9118,32.34233,5.0,0,0,1
מודיעין עילית,642,3797.0,35.03958,31.93171,78775.0,0,0,5
מודיעין-מכבים-רעות,643,1200.0,34.98922,31.896279999999997,94744.0,0,0,3
מולדה,644,1360.0,34.97305,31.255020000000002,1982.0,0,0,0
מולדת,645,269.0,35.44164,32.586009999999995,1089.0,0,0,5
מוצא עילית,646,208.0,35.15651,31.79301,1052.0,0,0,8
מוקייבלה,647,635.0,35.29618,32.514509999999994,4124.0,0,0,1
מורשת,648,1178.0,35.2336,32.8259,1624.0,0,0,8
מזור,649,606.0,34.92406,32.05207,1057.0,0,0,5
מזכרת בתיה,650,28.0,34.84261,31.840659999999996,15095.0,0,0,3
מזרע,651,104.0,35.28737,32.65113,811.0,0,0,3
מזרעה,652,517.0,35.10195,32.98375,4006.0,0,0,8
מחולה,653,3599.0,35.51501,32.365190000000005,628.0,0,0,7
מחנה הילה,654,1411.0,34.692240000000005,31.90598,181.0,0,0,5
מחנה טלי,655,1418.0,34.667120000000004,30.751459999999998,178.0,0,0,8
מחנה יוכבד,656,1416.0,34.9305,29.93143,172.0,0,0,8
מחנה יפה,657,1415.0,34.67498,31.2205,296.0,0,0,1
מחנה יתיר,658,1196.0,35.060159999999996,31.347140000000003,264.0,0,0,8
מחנה מרים,659,1414.0,34.72475,31.7528,144.0,0,0,8
מחנה עדי,660,1417.0,35.03182,31.21245,,0,0,1
מחנה תל נוף,661,1412.0,34.8194,31.83428,248.0,0,0,5
מחניים,662,308.0,35.57025,32.98957,793.0,0,0,0
מחסיה,663,776.0,35.00698,31.74832,469.0,0,0,0
מטולה,664,43.0,35.57483,33.26744,1600.0,0,0,3
מטע,665,822.0,35.06191,31.717909999999996,808.0,0,0,4
מי עמי,666,1128.0,35.148579999999995,32.50416,368.0,0,0,1
מיטב,667,2054.0,35.30068,32.54607,484.0,0,0,8
מייסר,668,649.0,35.04195,32.44455,2057.0,0,0,8
מירב,669,1282.0,35.42172,32.45286,760.0,0,0,5
מירון,670,607.0,35.440670000000004,32.98672,767.0,0,0,1
מישר,671,731.0,34.75356,31.81702,652.0,0,0,5
מיתר,672,1268.0,34.93958,31.32323,9963.0,0,0,3
מכחול,673,1343.0,35.06644,31.288890000000002,989.0,0,0,7
מכמורת,674,382.0,34.87311,32.406620000000004,1223.0,0,0,5
מלאה,675,164.0,35.23735,32.56422,388.0,0,0,5
מלילות,676,2044.0,34.59478,31.3878,399.0,0,0,8
מלכיה,677,596.0,35.50945,33.10523,434.0,41,1,1
מלכישוע,678,1154.0,35.41509,32.43736,59.0,0,0,4
מנוחה,679,2030.0,34.7769,31.6564,609.0,0,0,5
מנוף,680,1174.0,35.23799,32.85277,830.0,0,0,5
מנחמיה,681,48.0,35.55303,32.66275,1156.0,0,0,5
מנשית זבדה,682,994.0,35.191959999999995,32.70706,1422.0,0,0,0
מסד,683,1258.0,35.4231,32.84366,397.0,0,0,1
מסדה,684,263.0,35.597359999999995,32.68345,302.0,0,0,4
מסילות,685,298.0,35.47449,32.49541,432.0,0,0,5
מסילת ציון,686,742.0,35.01141,31.802429999999998,962.0,0,0,8
מסלול,687,748.0,34.585840000000005,31.324270000000002,711.0,0,0,5
מסעדה,688,4203.0,35.77036,33.23046,3755.0,0,0,1
מסעודין אל-עזאזמה,689,939.0,34.923,30.986,17828.0,0,0,8
מעברות,690,197.0,34.90504,32.36332,893.0,0,0,5
מעגלים,691,1082.0,34.59892,31.39675,2066.0,0,0,3
מעגן,692,678.0,35.601929999999996,32.706340000000004,358.0,0,0,7
מעגן מיכאל,693,694.0,34.916740000000004,32.557590000000005,2079.0,0,0,4
מעוז חיים,694,272.0,35.55109,32.49324,485.0,0,0,5
מעון,695,3657.0,35.16438,31.4136,623.0,0,0,5
מעונה,696,570.0,35.26117,33.01795,897.0,0,0,8
מעיליא,697,518.0,35.2586,33.02697,3245.0,0,0,5
מעין ברוך,698,416.0,35.60863,33.24046,586.0,0,0,1
מעין צבי,699,290.0,34.940459999999995,32.56801,767.0,0,0,8
מעלה אדומים,700,3616.0,35.32513,31.792959999999997,37802.0,0,0,3
מעלה אפרים,701,3608.0,35.40377,32.07513,1474.0,0,0,3
מעלה גלבוע,702,1127.0,35.42007,32.47513,728.0,0,0,8
מעלה גמלא,703,4008.0,35.684290000000004,32.88828,592.0,0,0,1
מעלה החמישה,704,286.0,35.11087,31.81788,792.0,0,0,8
מעלה לבונה,705,3752.0,35.24045,32.054809999999996,738.0,0,0,3
מעלה מכמש,706,3651.0,35.30601,31.87929,1726.0,0,0,8
מעלה עירון,707,1327.0,35.15398,32.55231,15351.0,0,0,0
מעלה עמוס,708,3653.0,35.229729999999996,31.596140000000002,841.0,0,0,5
מעלות-תרשיחא,709,1063.0,35.27689,33.01271,22158.0,0,0,3
מענית,710,344.0,35.02832,32.45671,790.0,0,0,5
מעש,711,230.0,34.8895,32.06408,873.0,0,0,5
מפלסים,712,668.0,34.56256,31.50218,794.0,0,0,5
מפעלי ברקן,713,1791.0,,,,0,0,1
מצדות יהודה,714,3745.0,35.11289,31.36478,616.0,0,0,1
מצובה,715,325.0,35.15797,33.06313,1123.0,0,0,5
מצליח,716,757.0,34.87471,31.906309999999998,1274.0,0,0,8
"מצפה אבי""ב",717,1222.0,35.202090000000005,32.835640000000005,1069.0,0,0,5
מצפה אילן,718,1370.0,35.06957,32.46253,705.0,0,0,1
מצפה יריחו,719,3576.0,35.39413,31.81588,2565.0,0,0,5
מצפה נטופה,720,1190.0,35.38445,32.80296,1079.0,0,0,5
מצפה רמון,721,99.0,34.815509999999996,30.62562,5183.0,0,0,3
מצפה שלם,722,3610.0,35.4011,31.5675,217.0,0,0,1
מצר,723,648.0,35.04802,32.4405,466.0,42,1,1
מרגליות,724,843.0,35.54383,33.21451,405.0,0,0,5
מרום גולן,725,4101.0,35.776920000000004,33.13296,736.0,0,0,8
מרחב עם,726,1340.0,34.83455,30.88283,555.0,0,0,8
מרחביה (מושב),727,97.0,35.31577,32.60286,715.0,0,0,4
מרחביה (קיבוץ),728,66.0,35.30853,32.60539,1230.0,0,0,3
מרכז שפירא,729,1098.0,34.70689,31.69645,2399.0,0,0,5
משגב דב,730,765.0,34.73982,31.819770000000002,670.0,0,0,5
משגב עם,731,378.0,35.5491,33.24695,288.0,0,0,5
משהד,732,520.0,35.32192,32.75029,8473.0,0,0,3
משואה,733,3605.0,35.49243,32.11338,206.0,43,1,1
משואות יצחק,734,620.0,34.68999,31.702070000000003,670.0,0,0,3
משכיות,735,3785.0,35.4945,32.29635,312.0,44,1,1
משמר איילון,736,670.0,34.94585,31.8714,554.0,0,0,3
משמר דוד,737,563.0,34.90099,31.82296,1111.0,0,0,3
משמר הירדן,738,732.0,35.59792,33.00526,795.0,0,0,8
משמר הנגב,739,395.0,34.71917,31.3638,988.0,0,0,5
משמר העמק,740,130.0,35.144040000000004,32.60921,1129.0,0,0,8
משמר השבעה,741,729.0,34.82407,32.00907,908.0,0,0,8
משמר השרון,742,194.0,34.90442,32.35692,626.0,0,0,5
משמרות,743,213.0,34.982929999999996,32.48648,1064.0,0,0,1
משמרת,744,425.0,34.9179,32.2262,890.0,0,0,5
משען,745,791.0,34.62423,31.65805,986.0,0,0,5
מתן,746,1315.0,34.97292,32.15849,3630.0,0,0,3
מתת,747,1184.0,35.35913,33.040859999999995,218.0,0,0,8
מתתיהו,748,3648.0,35.03165,31.92926,839.0,0,0,5
נאות גולן,749,4551.0,35.69164,32.78655,626.0,0,0,1
נאות חובב,750,1770.0,,,,0,0,5
נאעורה,751,524.0,35.392920000000004,32.61422,2345.0,0,0,1
נבטים,752,396.0,34.88214,31.2238,1048.0,0,0,5
נגבה,753,315.0,34.68282,31.662540000000003,907.0,0,0,1
נגוהות,754,3724.0,34.9831,31.49305,472.0,0,0,1
נהורה,755,309.0,34.70507,31.6234,1288.0,0,0,5
נהלל,756,80.0,35.197829999999996,32.690740000000005,1026.0,0,0,8
נהריה,757,9100.0,35.104490000000006,33.01287,59189.0,0,0,3
נוב,758,4304.0,35.78373,32.83142,975.0,0,0,5
נוגה,759,55.0,34.69421,31.62417,540.0,0,0,8
נווה,760,1366.0,34.329209999999996,31.16152,926.0,0,0,3
נווה אור,761,590.0,35.55284,32.588,407.0,0,0,0
"נווה אטי""ב",762,4303.0,35.7417,33.261959999999995,196.0,0,0,1
נווה אילן,763,405.0,35.08141,31.80775,884.0,0,0,5
נווה אילן מ. תעסוקה,764,1702.0,,,,0,0,1
נווה איתן,765,296.0,35.53247,32.491929999999996,190.0,0,0,5
נווה אפרים,766,1062.0,34.82148,32.1215,,0,0,5
נווה דניאל,767,3725.0,35.14359,31.67685,2320.0,0,0,3
נווה זיו,768,1314.0,35.182179999999995,33.02698,810.0,0,0,5
נווה ימין,769,686.0,34.93885,32.17132,1185.0,0,0,5
נווה ירק,770,858.0,34.92434,32.133959999999995,1150.0,0,0,3
נווה מבטח,771,827.0,34.74042,31.80606,653.0,0,0,8
נווה מיכאל,772,1071.0,35.00598,31.67319,750.0,0,0,8
נווה שלום,773,1259.0,34.97853,31.81762,305.0,0,0,3
נועם,774,15.0,34.788470000000004,31.56877,452.0,0,0,5
נוף איילון,775,1333.0,34.988859999999995,31.86877,2100.0,0,0,3
נוף הגליל,776,1061.0,35.33743,32.69878,41950.0,0,0,3
נופים,777,3790.0,35.101729999999996,32.15352,985.0,0,0,8
נופית,778,1284.0,35.14575,32.75926,2612.0,0,0,5
נופך,779,257.0,34.92091,32.0435,555.0,0,0,1
נוקדים,780,3726.0,35.24366,31.64565,2584.0,0,0,3
נורדיה,781,447.0,34.898509999999995,32.31389,1979.0,0,0,5
נורית,782,833.0,35.35838,32.540690000000005,212.0,0,0,1
נחושה,783,59.0,34.95527,31.62855,1480.0,0,0,5
נחל עוז,784,844.0,34.49731,31.4728,431.0,0,0,5
נחלה,785,2045.0,34.79387,31.658440000000002,708.0,0,0,1
נחליאל,786,3767.0,35.1397,31.97427,750.0,0,0,7
נחלים,787,449.0,34.91133,32.05854,1377.0,0,0,5
נחם,788,809.0,35.00314,31.76572,581.0,0,0,0
נחף,789,522.0,35.31308,32.93505,13343.0,0,0,5
נחשולים,790,433.0,34.92157,32.61377,708.0,0,0,8
נחשון,791,777.0,34.955040000000004,31.8311,567.0,0,0,8
נחשונים,792,705.0,34.94849,32.06114,412.0,45,1,1
נטועה,793,1147.0,35.329190000000004,33.065059999999995,318.0,0,0,1
נטור,794,4014.0,35.75343,32.85301,518.0,0,0,1
נטע,795,1369.0,34.9282,31.47833,725.0,0,0,1
נטעים,796,174.0,34.77579,31.9438,710.0,0,0,1
נטף,797,1254.0,35.06775,31.83227,473.0,0,0,5
ניין,798,523.0,35.34852,32.63159,1970.0,0,0,8
